trial_id,launch_angle,initial_velocity,flight_time,range_x,max_height,theoretical_range,residual,absolute_error,percent_error
43,30,11.95,1.2,12.52,1.79,12.606584375527754,-0.08658437552775489,0.08658437552775489,0.6868186730724212
44,30,11.98,1.23,12.71,1.86,12.669960485352105,0.04003951464789601,0.04003951464789601,0.3160192543156404
45,30,12.0,1.26,12.69,1.93,12.712299505092675,-0.02229950509267553,0.02229950509267553,0.17541676927720376
46,30,12.13,1.21,12.87,1.89,12.989224590631048,-0.11922459063104895,0.11922459063104895,0.9178730400661795
47,30,11.96,1.24,12.67,1.82,12.627692089497671,0.04230791050232874,0.04230791050232874,0.3350407200498325
48,30,11.83,1.17,12.31,1.81,12.354668973668504,-0.04466897366850375,0.04466897366850375,0.36155540681589043
49,35,12.04,1.38,13.91,2.45,13.88576409962472,0.024235900375281005,0.024235900375281005,0.17453775104775124
50,35,11.82,1.39,13.4,2.3,13.382947126634976,0.017052873365024368,0.017052873365024368,0.1274224070652229
51,35,12.07,1.43,14.07,2.48,13.95504846992181,0.1149515300781907,0.1149515300781907,0.82372720041749
52,35,11.72,1.35,13.22,2.32,13.157459213349554,0.06254078665044638,0.06254078665044638,0.4753257117224617
53,35,12.1,1.51,14.09,2.5,14.024505260883263,0.06549473911673687,0.06549473911673687,0.4670021358928993
54,35,12.19,1.44,14.2,2.52,14.233910157753812,-0.03391015775381234,0.03391015775381234,0.2382350132745502
55,35,11.85,1.38,13.39,2.36,13.450967078726727,-0.06096707872672624,0.06096707872672624,0.4532542409024869
56,35,12.46,1.41,14.95,2.55,14.871435564241137,0.07856443575886196,0.07856443575886196,0.5282908662010598
57,35,11.91,1.42,13.58,2.34,13.587524244903326,-0.007524244903326149,0.007524244903326149,0.05537612862879336
58,35,11.86,1.4,13.39,2.36,13.473678711793836,-0.08367871179383535,0.08367871179383535,0.6210531925523008
59,35,12.01,1.39,14.03,2.44,13.816652149991995,0.21334785000800416,0.21334785000800416,1.5441356393135204
60,35,11.59,1.36,12.81,2.28,12.867189024892106,-0.05718902489210542,0.05718902489210542,0.44445624278520274
61,40,11.84,1.55,14.13,2.98,14.072973062249561,0.057026937750439544,0.057026937750439544,0.4052231003227956
62,40,11.76,1.53,13.84,2.89,13.883440234758524,-0.0434402347585241,0.0434402347585241,0.3128924389343162
63,40,12.35,1.63,15.19,3.25,15.311451631886287,-0.12145163188628771,0.12145163188628771,0.7932078212190096
64,40,12.42,1.65,15.34,3.23,15.485514645438567,-0.14551464543856696,0.14551464543856696,0.9396823339121632
65,40,12.25,1.59,15.12,3.19,15.06449678250708,0.05550321749291953,0.05550321749291953,0.36843724881251905
66,40,11.81,1.55,13.69,2.9,14.001747669715192,-0.3117476697151922,0.3117476697151922,2.226491128600187
67,40,11.95,1.53,14.5,2.96,14.33567881238795,0.1643211876120496,0.1643211876120496,1.1462393219221265
68,40,11.91,1.56,14.39,2.94,14.239868361880836,0.15013163811916463,0.15013163811916463,1.0543049577695316
69,40,12.23,1.6,14.92,3.17,15.015346744191609,-0.09534674419160893,0.09534674419160893,0.6349952872616275
70,40,12.04,1.56,14.56,3.04,14.552426867385776,0.0075731326142243205,0.0075731326142243205,0.05204034133438508
71,40,12.02,1.59,14.67,3.0,14.5041200895316,0.16587991046839967,0.16587991046839967,1.1436744141971362
72,40,12.43,1.58,15.49,3.27,15.510461100751876,-0.02046110075187535,0.02046110075187535,0.13191806883731838
73,45,12.06,1.72,14.8,3.69,14.82605504587156,-0.02605504587155849,0.02605504587155849,0.17573822430137098
74,45,11.88,1.73,14.43,3.57,14.386788990825691,0.04321100917430876,0.04321100917430876,0.30035200489743735
75,45,12.18,1.76,15.2,3.8,15.122568807339448,0.07743119266055132,0.07743119266055132,0.5120240724113722
76,45,11.83,1.69,14.35,3.59,14.265942915392458,0.08405708460754191,0.08405708460754191,0.5892150634981669
77,45,12.0,1.73,14.8,3.65,14.678899082568806,0.12110091743119433,0.12110091743119433,0.8250000000000115
78,45,12.11,1.74,14.93,3.78,14.949245667686032,-0.01924566768603242,0.01924566768603242,0.12874005895584043
79,45,12.17,1.77,15.22,3.77,15.097747196738021,0.12225280326197918,0.12225280326197918,0.8097420209048989
80,45,12.14,1.74,15.05,3.75,15.023404689092763,0.0265953109072381,0.0265953109072381,0.17702585703856286
81,45,12.02,1.75,14.64,3.75,14.727869520897043,-0.08786952089704236,0.08786952089704236,0.5966207181043143
82,45,11.8,1.67,14.31,3.58,14.193679918450561,0.11632008154943918,0.11632008154943918,0.819520252800918
83,45,12.12,1.76,14.98,3.72,14.973944954128438,0.00605504587156247,0.00605504587156247,0.04043721203805444
84,45,12.02,1.72,14.81,3.67,14.727869520897043,0.08213047910295757,0.08213047910295757,0.5576534948685177
85,50,11.83,1.84,14.1,4.17,14.049211187108074,0.05078881289192516,0.05078881289192516,0.3615065089101252
86,50,11.84,1.85,14.09,4.17,14.072973062249561,0.01702693775043862,0.01702693775043862,0.12099033853843581
87,50,11.91,1.87,14.09,4.19,14.239868361880836,-0.14986836188083608,0.14986836188083608,1.0524560906898799
88,50,11.86,1.85,14.14,4.26,14.120557045422625,0.019442954577375104,0.019442954577375104,0.1376925465109594
89,50,12.17,1.9,14.87,4.4,14.868378492365935,0.0016215076340646561,0.0016215076340646561,0.010905746278232075
90,50,12.0,1.87,14.48,4.28,14.455893622197548,0.024106377802452172,0.024106377802452172,0.1667581294693256
91,50,12.1,1.93,14.7,4.4,14.69782906406905,0.0021709359309500798,0.0021709359309500798,0.014770452979734564
92,50,12.14,1.89,14.81,4.41,14.795165414458515,0.014834585541485978,0.014834585541485978,0.10026643924500458
93,50,12.02,1.86,14.51,4.34,14.5041200895316,0.00587991046839953,0.00587991046839953,0.04053958759375811
94,50,12.29,1.94,15.38,4.49,15.163037790698393,0.2169622093016077,0.2169622093016077,1.4308624188399828
95,50,12.17,1.91,15.1,4.4,14.868378492365935,0.23162150763406508,0.23162150763406508,1.5578128291056723
96,50,11.83,1.83,13.84,4.17,14.049211187108074,-0.20921118710807463,0.20921118710807463,1.4891311997648118
97,55,11.85,1.98,13.48,4.87,13.450967078726729,0.02903292127327184,0.02903292127327184,0.2158426312646964
98,55,12.19,2.02,14.14,5.1,14.233910157753813,-0.09391015775381284,0.09391015775381284,0.6597635977255063
99,55,11.74,2.01,13.31,4.69,13.202403533193872,0.10759646680612889,0.10759646680612889,0.8149763528709503
100,55,11.66,1.98,13.01,4.69,13.023086042254908,-0.013086042254908392,0.013086042254908392,0.10048342007761614
101,55,11.68,1.94,13.07,4.67,13.067800467880069,0.002199532119931291,0.002199532119931291,0.016831693484589235
102,55,11.91,2.0,13.48,4.85,13.587524244903326,-0.1075242449033258,0.1075242449033258,0.7913453765770323
103,55,12.02,2.02,13.92,4.91,13.839670308684646,0.08032969131535417,0.08032969131535417,0.5804306715669796
104,55,11.69,1.98,13.13,4.65,13.090186417470047,0.039813582529953706,0.039813582529953706,0.30414832348620224
105,55,12.31,2.06,14.63,5.19,14.515530576215646,0.11446942378435487,0.11446942378435487,0.7885996532012286
106,55,12.41,2.12,14.73,5.3,14.75232162194274,-0.0223216219427389,0.0223216219427389,0.1513092143377454
107,55,12.13,2.06,14.0,5.06,14.094134472509086,-0.09413447250908646,0.09413447250908646,0.6678982146274948
108,55,12.21,2.0,14.17,5.03,14.280655315648163,-0.11065531564816311,0.11065531564816311,0.7748616096553461
109,60,11.95,2.13,12.75,5.46,12.606584375527754,0.14341562447224554,0.14341562447224554,1.137624753859958
110,60,12.33,2.14,13.24,5.81,13.421089654373501,-0.18108965437350122,0.18108965437350122,1.3492917418556243
111,60,12.08,2.13,12.67,5.57,12.882361822916362,-0.2123618229163622,0.2123618229163622,1.6484696349592736
112,60,11.74,2.09,12.2,5.23,12.16740091158411,0.0325990884158891,0.0325990884158891,0.26792154423754355
113,60,11.9,2.07,12.49,5.44,12.50131064525121,-0.011310645251210616,0.011310645251210616,0.0904756754885306
114,60,11.8,2.1,12.25,5.3,12.292087382563226,-0.04208738256322597,0.04208738256322597,0.34239410486886435
115,60,11.98,2.09,12.61,5.44,12.669960485352108,-0.05996048535210896,0.05996048535210896,0.473249189856827
116,60,12.39,2.19,13.49,5.88,13.552026339275956,-0.06202633927595613,0.06202633927595613,0.4576905159650834
117,60,11.98,2.11,12.73,5.51,12.669960485352108,0.060039514647892034,0.060039514647892034,0.4738729431500945
118,60,11.89,2.09,12.46,5.33,12.480308867110505,-0.02030886711050428,0.02030886711050428,0.16272727964309008
119,60,11.7,2.1,12.24,5.22,12.084629717028726,0.15537028297127442,0.15537028297127442,1.2856850942841769
120,60,12.12,2.15,13.27,5.65,12.96781672514504,0.30218327485495955,0.30218327485495955,2.3302555955237696
121,65,11.97,2.19,11.04,6.01,11.188535907246276,-0.14853590724627708,0.14853590724627708,1.3275723336605418
122,65,11.85,2.15,10.9,5.84,10.965328829141148,-0.06532882914114779,0.06532882914114779,0.5957762886921525
123,65,12.34,2.3,11.89,6.42,11.890915107299515,-0.0009151072995141618,0.0009151072995141618,0.007695852600548817
124,65,12.02,2.2,11.43,6.06,11.282202605464546,0.14779739453545382,0.14779739453545382,1.3100047898791323
125,65,11.79,2.17,10.77,5.77,10.854568641769085,-0.08456864176908496,0.08456864176908496,0.7791064256912001
126,65,12.19,2.3,11.45,6.24,11.603589875040973,-0.1535898750409732,0.1535898750409732,1.3236410170902466
127,65,11.87,2.18,10.94,5.87,11.002373832588209,-0.062373832588209055,0.062373832588209055,0.5669125003139088
128,65,12.01,2.2,11.29,6.04,11.263438030573463,0.026561969426536436,0.026561969426536436,0.23582470427267996
129,65,11.95,2.19,11.1,6.01,11.151178551324959,-0.05117855132495919,0.05117855132495919,0.4589519492437709
130,65,12.1,2.21,11.44,6.16,11.432881439046847,0.007118560953152553,0.007118560953152553,0.06226392699954408
131,65,11.67,2.17,10.56,5.72,10.63473497038595,-0.07473497038594878,0.07473497038594878,0.702744079603862
132,65,11.85,2.14,10.8,5.88,10.965328829141148,-0.16532882914114744,0.16532882914114744,1.5077416438417626
133,70,12.05,2.29,9.58,6.48,9.514206717177345,0.06579328282265529,0.06579328282265529,0.6915267323745379
134,70,11.99,2.27,9.35,6.47,9.419695315728632,-0.06969531572863197,0.06969531572863197,0.7398892787143286
135,70,11.83,2.26,9.27,6.28,9.16997134650974,0.10002865349025925,0.10002865349025925,1.0908284193094233
136,70,12.17,2.3,9.75,6.71,9.704644832242884,0.045355167757115566,0.045355167757115566,0.4673552565924592
137,70,11.51,2.18,8.73,5.95,8.680587850156341,0.04941214984365949,0.04941214984365949,0.5692258484863967
138,70,12.07,2.3,9.56,6.56,9.545815355598627,0.014184644401373347,0.014184644401373347,0.14859541980407198
139,70,12.23,2.35,9.84,6.72,9.800571545859714,0.039428454140285396,0.039428454140285396,0.4023077017068671
140,70,11.9,2.27,9.32,6.36,9.278812783660637,0.041187216339363175,0.041187216339363175,0.4438845496688012
141,70,12.06,2.36,9.61,6.53,9.530004484016837,0.07999551598316224,0.07999551598316224,0.8394069081218798
142,70,12.24,2.33,9.61,6.71,9.816605198060559,-0.20660519806055966,0.20660519806055966,2.1046501707268224
143,70,11.63,2.22,8.86,6.14,8.862534092213183,-0.0025340922131835697,0.0025340922131835697,0.028593314133596153
144,70,12.07,2.31,9.62,6.47,9.545815355598627,0.07418464440137207,0.07418464440137207,0.7771430898028289
145,75,12.05,2.39,7.25,6.94,7.400739041794087,-0.15073904179408704,0.15073904179408704,2.0368106609734595
146,75,12.07,2.37,7.49,7.0,7.425326197757388,0.06467380224261188,0.06467380224261188,0.8709893750141884
147,75,12.04,2.38,7.34,6.86,7.388460754332311,-0.048460754332310785,0.048460754332310785,0.6558978377721673
148,75,12.17,2.37,7.55,7.02,7.54887359836901,0.0011264016309899816,0.0011264016309899816,0.014921453065969327
149,75,12.1,2.39,7.56,6.94,7.462283384301731,0.0977166156982685,0.0977166156982685,1.309473396625933
150,75,11.95,2.33,7.23,6.8,7.278414882772678,-0.04841488277267736,0.04841488277267736,0.665184433045591
151,75,12.15,2.37,7.61,7.07,7.524082568807338,0.08591743119266226,0.08591743119266226,1.1418991007468604
152,75,12.08,2.43,7.36,6.9,7.437635066258918,-0.07763506625891736,0.07763506625891736,1.043813867812787
153,75,11.64,2.33,6.98,6.45,6.9056880733944945,0.0743119266055059,0.0743119266055059,1.0760973535976384
154,75,12.06,2.35,7.65,6.92,7.413027522935778,0.23697247706422253,0.23697247706422253,3.1967030519046884
155,75,12.02,2.39,7.41,6.88,7.363934760448521,0.046065239551479564,0.046065239551479564,0.6255519779845773
156,75,11.84,2.34,7.34,6.72,7.145035677879712,0.19496432212028747,0.19496432212028747,2.728668279766282
